id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame,adaptive_bframe_placement,adaptive_quant_brightness_base,adaptive_quant_complexity_base,adaptive_quant_contrast_base,auto_level,bframe_pyramid,bitrate_buffer,black_normalization_level,cabac,color_range_and_coeffients,drop_frame_time_code,field_order,fixed_iframe_distance,hrd_conformance,idr_rate,interlace_mode,level,max_bframe_size,max_brframe_size,max_iframe_size,max_pframe_size,number_of_bframes,number_of_reference_frames,number_of_slices,performance,pixel_aspect_ratio,profile,use_bslice_as_reference,vbv_buffer_initial,vbv_buffer_target
49,MP4_Blu-ray_29.97_1080i.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 1920x1080 with 29.97fps.","Disc.Blu-ray Authoring.h264","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,"MCpt264 ",25000000,120%,BitRateModeTwoPassVBR,29.97,1920x1080,10/Seconds,True,0,0,0,False,False,3750000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,True,1,Interlaced,4.1,0,0,0,0,3,2,0,10,"16:9 Display",High,False,0,100
50,MP4_Blu-ray_29.97_1440x1080i.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 1920x1080 with 29.97fps.","Disc.Blu-ray Authoring.h264","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,"MCpt264 ",20000000,125%,BitRateModeTwoPassVBR,29.97,1440x1080,10/Seconds,True,0,0,0,False,False,3125000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,True,1,Interlaced,4.1,0,0,0,0,3,2,0,10,"16:9 Display",High,False,0,100
51,MP4_Gen1_h264_1400Kbps_480p.spfx,"AVC Baseline Profile. Compatible with Apple TV (1G), iPad, and iPhone/iPod touch, and Android (1G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 1.h264",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,1272000,110%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,0,False,False,174900,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,174900
52,MP4_Gen1_h264_2500Kbps_480p.spfx,"AVC Baseline Profile. Compatible with Apple TV (1G), iPad, and iPhone/iPod touch, and Android (1G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 1.h264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,MCptH264,1272000,110%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,0,False,False,174900,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,174900
53,MP4_Gen1_h264_768Kbps_480p.spfx,"AVC Baseline Profile. Compatible with Apple TV (1G), iPad, and iPhone/iPod touch, and Android (1G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 1.h264",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,592000,129%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,0,False,False,95460,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,95460
57,MP4_Gen2_h264_1400Kbps_480p.spfx,"AVC Main Profile. Compatible with Apple TV (2G), iPad, and iPhone/iPod touch, and Android (2G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 2.h264",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,1200000,116%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,0,False,True,174000,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,3,,0,10,"Square Pixels",Main,False,0,174000
58,MP4_Gen2_h264_2500Kbps_480p.spfx,"AVC Main Profile. Compatible with Apple TV (2G), iPad, and iPhone/iPod touch, and Android (2G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 2.h264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,MCptH264,1400000,178%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,0,False,True,311500,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,3,,0,10,"Square Pixels",Main,False,0,311500
59,MP4_Gen2_h264_768Kbps_480p.spfx,"AVC Main Profile. Compatible with Apple TV (2G), iPad, and iPhone/iPod touch, and Android (2G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 2.h264",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,592000,129%,BitRateModeTwoPassVBR,-1,640x480,10/Seconds,True,0,0,0,False,True,95460,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,3,,0,10,"Square Pixels",Main,False,0,95460
63,MP4_Gen3_h264_10Mbps_720p.spfx,"AVC High Profilie. Compatible with Apple TV (2G), iPad, and iPhone/iPod touch with Retina Display, and Android (3G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 3.h264",AACAudioCodec,ChannelModeStereo,320000,None,48000,16,MCptH264,7100000,140%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,0,False,True,1242500,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,3,,0,10,"16:9 Display",High,False,0,1242500
64,MP4_Gen3_h264_2500Kbps_720p.spfx,"AVC High Profilie. Compatible with Apple TV (2G), iPad, and iPhone/iPod touch with Retina Display, and Android (3G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 3.h264",AACAudioCodec,ChannelModeStereo,160000,None,44100,16,MCptH264,1400000,175%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,0,False,True,306250,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,3,,0,10,"16:9 Display",High,False,0,306250
65,MP4_Gen3_h264_5Mbps_720p.spfx,"AVC High Profilie. Compatible with Apple TV (2G), iPad, and iPhone/iPod touch with Retina Display, and Android (3G) devices.","Devices.Apple/Android/Connected Devices Hybrid.Gen 3.h264",AACAudioCodec,ChannelModeStereo,192000,None,44100,16,MCptH264,2800000,178%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,0,False,True,623000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,3,,0,10,"16:9 Display",High,False,0,623000
69,MP4_Legacy_iPod_768Kbps_180p.spfx,"Midrange iPod, 16x9 aspect ratio. AVC Baseline Profilie.","Devices.Apple i-Devices",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,550000,139%,BitRateModeTwoPassVBR,-1,320x180,10/Seconds,True,0,0,0,False,False,95700,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",False,False,1,Progressive,1.3,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,95700
70,MP4_Legacy_iPod_768Kbps_240p.spfx,"Legacy iPod, 4x3 aspect ratio. AVC Baseline Profilie.","Devices.Apple i-Devices",AACAudioCodec,ChannelModeStereo,128000,None,44100,16,MCptH264,550000,139%,BitRateModeTwoPassVBR,-1,320x240,10/Seconds,True,0,0,0,True,False,95562,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",False,False,1,Progressive,1.3,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,95562
71,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
72,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
73,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
74,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
75,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
76,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
77,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
78,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
79,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
80,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
81,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
82,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
83,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
84,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
85,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
86,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
87,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
88,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,3,0,10,"Square Pixels",Baseline,False,0,100
89,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
90,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
91,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
92,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
93,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,3.0,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
